seg1_senti,seg2_senti,cosine_miniLM,jaccard_sim,seg1_dependency_distance_mean,seg2_dependency_distance_mean,seg1_prop_adjacent_dependency_relation_mean,seg2_prop_adjacent_dependency_relation_mean,seg1_passed_quality_check,seg2_passed_quality_check,seg1_n_stop_words,seg2_n_stop_words,seg1_doc_length,seg2_doc_length,seg1_oov_ratio,seg2_oov_ratio,seg1_pos_prop_ADJ,seg2_pos_prop_ADJ,seg1_pos_prop_ADP,seg2_pos_prop_ADP,seg1_pos_prop_ADV,seg2_pos_prop_ADV,seg1_pos_prop_AUX,seg2_pos_prop_AUX,seg1_pos_prop_CCONJ,seg2_pos_prop_CCONJ,seg1_pos_prop_DET,seg2_pos_prop_DET,seg1_pos_prop_INTJ,seg2_pos_prop_INTJ,seg1_pos_prop_NOUN,seg2_pos_prop_NOUN,seg1_pos_prop_NUM,seg2_pos_prop_NUM,seg1_pos_prop_PART,seg2_pos_prop_PART,seg1_pos_prop_PRON,seg2_pos_prop_PRON,seg1_pos_prop_PROPN,seg2_pos_prop_PROPN,seg1_pos_prop_PUNCT,seg2_pos_prop_PUNCT,seg1_pos_prop_SCONJ,seg2_pos_prop_SCONJ,seg1_pos_prop_SYM,seg2_pos_prop_SYM,seg1_pos_prop_VERB,seg2_pos_prop_VERB,seg1_n_tokens,seg2_n_tokens,seg1_token_length_median,seg2_token_length_median,seg1_sentence_length_median,seg2_sentence_length_median,seg1_n_unique_tokens,seg2_n_unique_tokens,seg1_n_characters,seg2_n_characters,seg1_n_sentences,seg2_n_sentences,seg1_flesch_reading_ease,seg2_flesch_reading_ease,seg1_flesch_kincaid_grade,seg2_flesch_kincaid_grade,seg1_gunning_fog,seg2_gunning_fog,seg1_automated_readability_index,seg2_automated_readability_index,seg1_coleman_liau_index,seg2_coleman_liau_index,seg1_lix,seg2_lix,seg1_rix,seg2_rix,joint_first_order_coherence,feature
1.0,0.056001463907808774,0.017265041178667707,0.035886241372764756,-0.09500218742789003,-0.08354207415806647,0.0741708364795545,0.052515883750211864,-0.01406773206797189,-0.07904602246104232,-0.09496491424698955,-0.0934436627604672,0.02110518379917583,-0.08640131499961905,0.05961591477151171,-0.008175609785659654,0.4061499695909624,0.07592046769008384,-0.10581865634994242,-0.0158330815077444,-0.12377727973292235,0.013804827714025086,-0.18284614356212162,-0.01200587092420426,0.0685875227874019,0.004148172923667731,0.1329332104292047,-0.06738187417648557,0.01660436107524408,-0.007253545339191226,0.15580204136842804,0.1007979468355558,0.09793358850477678,-0.02588409192922013,-0.03492323734465467,-0.00589514125446364,-0.1466081708315381,-0.04386058806782745,-0.04666712327572722,-0.0776366432689959,0.09326241894299007,-0.045731111910882236,-0.11376483844501377,-0.046908890603699696,0.035137812716646975,0.03612562137684079,-0.47158957244668837,0.00556799948151848,0.006963417224368673,-0.08540122885352916,-0.17488464287572697,0.046825846994064765,-0.06907912995272274,-0.08762014780467942,0.014526240793327592,-0.08516765977562338,-0.07458425597850231,-0.057342639181533483,0.12210935135863925,0.000725939762827949,-0.03851042334990846,-0.03861412264095967,0.02341635974892206,0.018229986912457516,0.04486087482875234,0.016987760026239043,-0.1804676849647825,0.038358959039500276,-0.17612860185718987,0.07691555033622977,-0.025780341278986436,0.04665556776123858,-0.05826963626404485,0.0008114803761151603,-0.004750075609791654,seg1_senti
0.056001463907808774,1.0,-0.047447230800948474,-0.00688775900130884,-0.008464106705783361,-0.056558088685724435,-0.006874164795442056,0.037171951597182465,0.003144186765699085,-0.044214598810717765,0.0026425692073703006,-0.06798381494972264,-0.006694243895975166,-0.05231539570096802,-0.012147698656819328,-0.020792139252418053,0.021869599332718422,0.013081761161678035,-0.028704402228078674,0.0014614042057920244,0.006306850781931789,-0.049400398037494346,-0.025780588286541412,-0.0713798192065301,-0.023104454932066077,0.06099565438397599,0.04625944015274807,0.007798273642155457,0.004092687447504651,0.003003202257584605,0.023496387481763532,0.01476620720744758,-0.03975150401796873,-0.003381646298276861,0.02076635515178599,-0.11757841044828361,0.021470725737417883,-0.016793519562377273,0.0012621898751682683,0.0641215527861278,-0.020397825020218953,0.028259861572771043,0.0060522505351111155,-0.07096883131964044,-0.025652255971992232,-0.002989749017950999,-0.03074871194028616,-0.0025805857271294468,-0.0017392741468846007,-0.056615378548455976,-0.05316996013877371,0.050381470035540596,0.0007245495781594783,-0.05839316654789642,-0.0037835217897295432,-0.06225709440410366,-0.018948475998438415,-0.04060417174889064,-0.003994330585535331,0.0016574023409808504,0.04010662926029869,-0.0078171106013995,-0.0391747624282564,-0.0059882765587247035,-0.03526810419737247,-0.013383316061353913,-0.04735521539151766,0.021456740090669002,-0.04851274037987117,0.009416438954463669,-0.049198068685307225,0.029798385919034154,-0.04023703219058707,-0.005044257009863863,-0.05970629495446533,seg2_senti
0.017265041178667707,-0.047447230800948474,1.0,0.5463042800337721,-0.0409352992716253,0.010948938596974616,0.048881886192438384,0.05343875206539619,-0.02845733015573546,0.03487078638624481,-0.04329519379821961,-0.014000884159717447,-0.0012926281247494884,0.03087271985311224,-0.01784493581620247,-0.08930641995902612,0.011229635142874821,0.03342145296909281,-0.014498101804878274,0.010684069792758731,-0.03660131686540982,0.013134118591103878,0.09876260837151775,0.06586862373501905,0.02206251385230188,-0.0007303327907108132,-0.13410637910529905,-0.03090252601480495,-0.016349422554045555,-0.0152808604677423,0.036388953155917315,0.15441741883148782,0.025218919809017238,-0.02899821824618373,0.05737624970666224,-0.004320493969255729,-0.06298348362862384,-0.06074152076393059,-0.04829681761191016,-0.16336640753709217,0.05406127892761656,-0.13571337984770127,-0.09267833973937752,-0.02397219498548773,0.05623092531851878,-0.005225510671725029,0.0021315570134315823,0.08294236158694582,-0.015292896530035082,0.05042217427261541,0.010492848276155894,0.0334537645719159,-0.032253289752170164,0.054250873464904065,-0.015350420115244642,0.06353937011754132,-0.020559403932660387,0.07965917496819165,0.02341468340359038,-0.030671436420013028,-0.00437370471942926,-0.03290896230728153,-0.0024086551550972315,0.04620698795938634,-0.019761091149874174,0.02563823880545898,-0.012839255472095476,0.050669843446745896,-0.007990530697014924,0.11823216207164479,-0.013654529469998112,0.03341335298708577,-0.013255687645373132,0.09140741924947914,0.46300539904144256,cosine_miniLM
0.035886241372764756,-0.00688775900130884,0.5463042800337721,1.0,-0.07372505370866218,0.052342111847765604,0.04756551888088347,-0.011973383809726582,-0.06535457987603265,0.03326530045371012,-0.0797877592562997,-0.03463579573177397,-0.04778290259177697,-0.017506411365438547,-0.012621091985284615,-0.06886226803180749,0.016033531914559807,0.004569503210766606,-0.034235798874621526,-0.01794356267553963,-0.06498695827612083,-0.02589105168824992,0.04703043410415202,0.08231988684030918,-0.068469456322532,-0.03853323692261463,-0.030872079119805818,0.043946221810329394,-0.018251875442354695,-0.00815849351073767,0.02979868232843585,0.027038933645321356,0.014082426954657917,0.029158949908780617,0.040754420277142156,-0.01360492654257731,-0.06486312912049019,-0.07807638475695322,0.032728733184505115,-0.05361285228625045,0.07432633626312399,0.085227269261334,-0.04423071993968303,-0.055929455225284086,-0.012544598185018933,-0.01671480020023963,-0.07316347851593943,-0.04901244416611916,-0.05929175771008591,-0.03388250853235633,-0.05518760239680965,-0.02600713980659421,-0.04612753270522984,-0.033137779075501375,-0.06345032821247226,-0.030318927298418768,-0.11247950287116146,-0.05080881243202536,-0.03570953120184453,0.00041658627497941927,0.10121005264132132,0.041427031151668944,-0.10881614403067218,-0.04980208612691192,-0.11286590304056755,-0.04238504382135811,-0.13042691618580948,-0.07264150515939684,-0.12652718273302296,-0.024415138112513238,-0.12647979717595795,-0.06466101092859312,-0.11944893430764186,-0.06122744572429453,0.4256101517579043,jaccard_sim
-0.09500218742789003,-0.008464106705783361,-0.0409352992716253,-0.07372505370866218,1.0,0.008696105811299822,-0.3931521373938071,-0.021621745286184726,0.510587938678799,0.03298935902128164,0.4776827519821395,0.03165394314778866,0.6017616427754224,0.021371395407282223,0.06797975612463193,-0.026516356410121244,-0.05708018323164302,-0.02105080142037767,0.23472255112358822,0.011541883663538772,0.19365886242954758,-0.002097725860949857,-0.4706901031935654,0.010412470165941904,0.21794368503650458,0.017784900388556606,0.17525941842905055,0.007898281003866596,-0.0020247997510672174,6.709143363777654e-05,-0.002931948096046731,-0.01678057496430812,0.07744405466082453,0.013648944607057548,0.09870893988113985,-0.004746841453684407,0.009297636013055164,-0.00044322310315388124,0.06545953942639525,0.02075751383651966,-0.1855556561321024,0.0007003720854992433,0.2613042298159982,-0.01008756533449663,0.08431487241427092,0.004101710960849569,-0.08329994046094366,-0.005978429315104799,0.5892758843425859,0.023133737400180744,-0.06790098968168663,-0.01995942047677457,0.7032335257797148,0.024834137626126507,0.5971973441544888,0.022693985528217244,0.6163398748883349,0.014336123135394254,-0.12816416914442427,0.0013870139784279692,-0.08207671283673329,0.00782471560261085,0.2264985342052821,-0.001978171105719036,0.1338715937966683,0.014406316930220896,0.188495341410384,-0.009182595756806274,0.12796134420209587,-0.019212311981904952,0.07883090779041378,-0.004923251047478267,0.36706197042379796,0.0049226512525857675,0.1523604553924048,seg1_dependency_distance_mean
-0.08354207415806647,-0.056558088685724435,0.010948938596974616,0.052342111847765604,0.008696105811299822,1.0,0.0013737416263821273,-0.5292375562247762,0.0056619698752100635,0.5022005981300135,0.012355084700596384,0.5538281178567716,0.008090581572686599,0.7078831989182658,0.0033751193066229052,-0.029485327684572737,-0.062099115001524166,-0.08446839105163814,0.04256823292656349,-0.05711556868363454,0.012864470616243254,0.03768806066841148,-0.022411421201824974,0.0325288007664532,-0.022261661459454574,0.11166279686710058,0.026802966621976322,0.20425601551666842,0.007347965692709391,0.019118768952619714,0.031365577028578354,-0.2343351579750252,-0.009221941186900048,0.0363240100937895,0.009153034478015961,0.09382503029171302,-0.008850972576969604,0.15466561202486834,-0.020438482001996907,-0.1367059690473746,-0.037610172618338794,0.36100621587164766,-0.018075045697595316,0.2502999490031977,0.0036025880192681638,0.03626931258292663,0.053726365880925865,-0.09807633265463804,0.013764993799483724,0.6282089604700464,0.01956145723148092,-0.28604890082120576,0.04445621603411797,0.6367031094738478,0.010219645011328753,0.6330732550064558,0.028858321713204783,0.5789928791600611,-0.04870311226059789,-0.034068820713294486,-0.003399080476447801,0.16391122401304203,0.012563841509980017,-0.014446841189178316,-0.0023879332214580004,-0.016057989493324373,0.040196736135781404,-0.06294763211321036,0.036141812004791746,-0.14580318583480792,0.025843427265804044,-0.13436706850421076,0.0350953878343261,0.2598269138405341,0.23726382824106199,seg2_dependency_distance_mean
0.0741708364795545,-0.006874164795442056,0.048881886192438384,0.04756551888088347,-0.3931521373938071,0.0013737416263821273,1.0,0.03781525427112379,0.005363161382551575,0.014671273815126293,0.057154254488564045,0.0034722008763974762,0.01480738135713637,0.016353299725020882,-0.023616679116148006,0.010452584968449847,-0.017239197668654626,0.016659971507416767,0.3499531731905347,0.017515583517808034,-0.06000978951050365,0.005841832927550057,0.027946399391984875,0.009392187618913006,-0.045134001489526926,0.003191344403434415,-0.19869375491611627,-0.011101517039111835,-0.0034773790780850554,0.0069788361998035335,0.08511841108049047,0.06748869284712951,-0.03571341498046786,-0.01063235999512468,0.06389033018669486,0.002894521133832117,-0.02424861415437141,-0.023454825979637158,-0.053787803152854495,-0.09175736217725214,-0.1364140356240314,0.002496674983088833,-0.021245997375837777,-0.00423253710898114,-0.08992775841797468,-0.028601491165033344,-0.03406238303957226,0.0013036588988783854,0.04661608631026352,0.015562806922661791,-0.07331991913266964,-0.002812804149097009,0.05139454392786114,0.01066111219981271,0.06491315364465894,0.017826930498273396,0.04102219215171192,0.019420752642182057,0.004085981463651859,0.016851304538783234,-0.045104672024097826,-0.007137425498423575,0.05489754961296876,0.009767208914757181,0.04976946372630463,-0.017007641162889785,-0.001480146482207299,-0.0031521582027893395,-0.01659855551932272,0.01286913948213551,-0.0018686728982291356,-0.009357576025480365,0.03211712484031665,0.010251667250577468,0.08303969423261494,seg1_prop_adjacent_dependency_relation_mean
0.052515883750211864,0.037171951597182465,0.05343875206539619,-0.011973383809726582,-0.021621745286184726,-0.5292375562247762,0.03781525427112379,1.0,-0.007576685067964274,-0.15512250233542152,-0.015449394014601183,-0.12176989508130737,-0.010084993443725527,-0.18054331231314089,-0.0010671572526653671,-0.050356374865657236,0.023632162711817832,0.0032574616365199224,0.0022786423317087464,0.42344679590334316,0.00660925920844127,-0.08718246927189377,0.017357604053266733,-0.15515477289539215,0.01869329284897076,-0.056484037682068104,-0.04628872879586505,-0.12790583390956575,-0.006388986186314086,-0.017544024093512016,-0.0181565526407036,0.23961934643633714,0.018527634254958136,-0.013054362711290873,-0.0020566019984069933,-0.11298073266577212,0.012591406032977015,-0.07370707676486798,0.007595564583650869,-0.020970109452645946,0.004894969347039989,-0.2854456054577486,-0.000564175329195977,-0.1440919181577062,0.019174563606572232,-0.04145783482364648,-0.017766701016253758,0.017781193494559568,-0.009073543781835941,-0.11358385006713706,-0.01786610397699689,0.06791454835143741,-0.021257160136327637,-0.11205083696194214,0.0006967954065238589,-0.11548946703947345,-0.02334106836611284,-0.10423372757193501,0.019060669788920206,-0.017059707715022705,0.023991579657013963,-0.05951881377871572,-0.027938022208743644,0.03358133718163593,-0.022771522759128162,0.027817882393372854,-0.0349930117177535,0.023103522974229997,-0.03384021827245088,0.07048765739145675,-0.033286471661381795,0.06274314200008357,-0.03467742444873101,-0.0005384111001461806,-0.007818781003413686,seg2_prop_adjacent_dependency_relation_mean
-0.01406773206797189,0.003144186765699085,-0.02845733015573546,-0.06535457987603265,0.510587938678799,0.0056619698752100635,0.005363161382551575,-0.007576685067964274,1.0,0.04795167832166268,0.6384682673294912,0.02427521678884986,0.7572755327442717,0.035174750606993106,0.11106392964135825,-0.016217736785799654,-0.05975649662300052,0.0056466073731072704,0.35771193362388787,-0.0003332845567405018,0.03654132024310725,0.004327276819858562,-0.47477192914233907,-0.0031406094042145116,0.06576106972087795,0.004852301061686621,0.09525737532543935,-0.0003065170547195124,-0.018003547548003294,0.000922452316253321,-0.008139161763348014,0.0076461118247764335,0.14454925423301093,0.0173752538010568,0.31856446867491,0.0008004298359195005,0.16044937896677225,-0.02411472808134174,0.08026004017745647,0.02136226432521628,-0.33868759110567187,-0.025303845195332585,0.11837177269793925,-0.00719963961436874,0.10324002136437327,0.0014010974434098848,-0.028479085674677735,-0.018323072726568697,0.7709336909069189,0.040924738805754333,-0.18058725003280005,-0.020064417998743346,0.7042218046183392,0.045017385159475135,0.7688909679904895,0.04069534511886246,0.7334807391522088,0.03228282972116637,0.21483751502711543,-0.0024628908351286014,0.08070558314278352,0.03847871536257329,0.06709302459272733,-0.028249886046975585,0.015198700747106325,-0.012015298583633056,0.06169271071301624,-0.008056375654779407,-0.004394913109802752,-0.024738716236455523,-0.021478259266580625,0.0006286108247154393,0.3091592484465929,0.02439429544789956,0.13494326321823494,seg1_passed_quality_check
-0.07904602246104232,-0.044214598810717765,0.03487078638624481,0.03326530045371012,0.03298935902128164,0.5022005981300135,0.014671273815126293,-0.15512250233542152,0.04795167832166268,1.0,0.05466202924100208,0.577954205891267,0.05275324401172456,0.5761512353690795,-0.007488126443177137,-0.026987985990991826,-0.08735455749857005,-0.1441177324306289,0.07188954278368237,0.16915548414307613,0.026820505688315566,0.003966962426510143,-0.027513558209863204,0.08946417779857085,0.013701900551811561,0.07634730207429542,0.004714296745434413,0.2386326359908398,0.01523508666897319,0.014188770071520043,-0.009137410788453135,-0.21584094566990425,0.013820245794086018,0.02269340905989844,0.01108449824172875,0.14694907822301648,-0.012038304647937538,0.1670245851473286,0.005263081049855669,-0.07595175080228199,-0.03793767039263307,0.10459528280747973,-0.031058529155184533,0.17506006030207485,0.003059907124388677,0.0063404522782904895,0.07761852582576194,-0.12707608625211844,0.05586258397343092,0.5690101631367868,0.0030615800265117437,-0.4189213985550912,0.07444139616840942,0.5712183069234608,0.05026858880880175,0.5898923820947963,0.06413731690199272,0.42851732637556145,-0.023560764084623126,0.023927475720624432,0.007387370953555109,0.29432797909958497,0.008213737756379924,-0.16202878721380862,-0.0064596833925968655,-0.13645447980420158,0.030180124576833337,-0.2501094919117274,0.022587605959987687,-0.3276921106192124,0.013486690618051666,-0.2768895285899424,0.03917381527953267,0.09896863760082629,0.2633056670302042,seg2_passed_quality_check
