,0
seg1_senti,0.047962480440172435
seg2_senti,0.008214127522568814
cosine_miniLM,0.3429802721891487
jaccard_sim,0.3148236164831281
seg1_dependency_distance_mean,0.02337066089405633
seg2_dependency_distance_mean,0.04197624567618893
seg1_prop_adjacent_dependency_relation_mean,-0.0030364927943327116
seg2_prop_adjacent_dependency_relation_mean,-0.03853435045959326
seg1_passed_quality_check,0.03591675111961383
seg2_passed_quality_check,0.04191412240833252
seg1_n_stop_words,0.041194404899468566
seg2_n_stop_words,0.03799454422439129
seg1_doc_length,0.046465255031027684
seg2_doc_length,0.04246631113865684
seg1_oov_ratio,-0.03098108088352099
seg2_oov_ratio,-0.01479642955154597
seg1_pos_prop_ADJ,0.014503937477616637
seg2_pos_prop_ADJ,0.009039167348463176
seg1_pos_prop_ADP,0.014974675666978094
seg2_pos_prop_ADP,-0.01492920812934707
seg1_pos_prop_ADV,0.007721078889889302
seg2_pos_prop_ADV,0.013818760237845939
seg1_pos_prop_AUX,-0.010647682630179737
seg2_pos_prop_AUX,0.01530502744601878
seg1_pos_prop_CCONJ,0.01902391307536052
seg2_pos_prop_CCONJ,0.007496363808500973
seg1_pos_prop_DET,0.025330235408196476
seg2_pos_prop_DET,-0.02832820594802219
seg1_pos_prop_INTJ,-0.01578990105529043
seg2_pos_prop_INTJ,0.014809023333411993
seg1_pos_prop_NOUN,0.051138876593689014
seg2_pos_prop_NOUN,-0.002801494914381097
seg1_pos_prop_NUM,-0.05219996784657735
seg2_pos_prop_NUM,-0.07050554939848454
seg1_pos_prop_PART,0.011663816383582031
seg2_pos_prop_PART,0.03202652863418522
seg1_pos_prop_PRON,-0.019827023680749015
seg2_pos_prop_PRON,0.025886356079091878
seg1_pos_prop_PROPN,-0.06362198266290561
seg2_pos_prop_PROPN,-0.042273417067743034
seg1_pos_prop_PUNCT,-0.023515963517281344
seg2_pos_prop_PUNCT,0.03429451800020854
seg1_pos_prop_SCONJ,-0.001208844241349785
seg2_pos_prop_SCONJ,0.009411510903664782
seg1_pos_prop_SYM,-0.017385774942784586
seg2_pos_prop_SYM,-0.0177468034759512
seg1_pos_prop_VERB,0.016115126407084245
seg2_pos_prop_VERB,0.027019419120466903
seg1_n_tokens,0.05061706421756016
seg2_n_tokens,0.0411170019075492
seg1_token_length_median,-0.00818002124472239
seg2_token_length_median,0.004089453693776251
seg1_sentence_length_median,0.052511372149730055
seg2_sentence_length_median,0.040903231487987496
seg1_n_unique_tokens,0.046612804888195046
seg2_n_unique_tokens,0.042448898839665274
seg1_n_characters,0.052901229237432616
seg2_n_characters,0.04508329659335037
seg1_n_sentences,-0.00883058813294982
seg2_n_sentences,0.004529523123988811
seg1_flesch_reading_ease,-0.04631065516839814
seg2_flesch_reading_ease,-0.03158351674575706
seg1_flesch_kincaid_grade,0.05982249588726117
seg2_flesch_kincaid_grade,0.04367436394181199
seg1_gunning_fog,0.0475876666284328
seg2_gunning_fog,0.029165592259198635
seg1_automated_readability_index,0.051296279975672626
seg2_automated_readability_index,0.0471416463882416
seg1_coleman_liau_index,0.03498368964174226
seg2_coleman_liau_index,0.038004388974325364
seg1_lix,0.04477814767476497
seg2_lix,0.031220944920994167
seg1_rix,0.055790315166184434
seg2_rix,0.032568582168864116
joint_first_order_coherence,0.228145339169967
