,0
seg1_senti,0.054826014671208186
seg2_senti,-0.009444557078755215
cosine_miniLM,0.267189306013709
jaccard_sim,0.13865895909018353
seg1_dependency_distance_mean,0.010654461941945026
seg2_dependency_distance_mean,-0.022218401831378364
seg1_prop_adjacent_dependency_relation_mean,0.008819187566416095
seg2_prop_adjacent_dependency_relation_mean,0.03986721185037167
seg1_passed_quality_check,-0.013413138332500801
seg2_passed_quality_check,-0.0014476182243656022
seg1_n_stop_words,-0.035456845108698454
seg2_n_stop_words,-0.023965622934604337
seg1_doc_length,0.023294790141860238
seg2_doc_length,0.01402608527488894
seg1_oov_ratio,-0.004195777712841528
seg2_oov_ratio,-0.025880224028869133
seg1_pos_prop_ADJ,0.04598001252032108
seg2_pos_prop_ADJ,0.030123512295424575
seg1_pos_prop_ADP,-0.03802520897058217
seg2_pos_prop_ADP,-0.016844855604827614
seg1_pos_prop_ADV,-0.02284185507858051
seg2_pos_prop_ADV,-0.028599608232685664
seg1_pos_prop_AUX,0.00599435727880703
seg2_pos_prop_AUX,-0.034120419749912624
seg1_pos_prop_CCONJ,0.010455510810007888
seg2_pos_prop_CCONJ,0.042787234731664146
seg1_pos_prop_DET,-0.04547164800534334
seg2_pos_prop_DET,0.0013283581302259689
seg1_pos_prop_INTJ,0.006925012247432159
seg2_pos_prop_INTJ,-0.010923293770412857
seg1_pos_prop_NOUN,0.06151151948830254
seg2_pos_prop_NOUN,0.11094459092509902
seg1_pos_prop_NUM,-0.03537342638250979
seg2_pos_prop_NUM,-0.04647919029734757
seg1_pos_prop_PART,0.01105336379550375
seg2_pos_prop_PART,-0.018111734926356437
seg1_pos_prop_PRON,-0.0491306155566277
seg2_pos_prop_PRON,-0.008903668615885766
seg1_pos_prop_PROPN,-0.03381673969680331
seg2_pos_prop_PROPN,-0.0921028509524159
seg1_pos_prop_PUNCT,0.0399983355157547
seg2_pos_prop_PUNCT,-0.04858224094081999
seg1_pos_prop_SCONJ,-0.02463585016841318
seg2_pos_prop_SCONJ,-0.036347186311327086
seg1_pos_prop_SYM,0.007815939615993592
seg2_pos_prop_SYM,0.0011286395627317914
seg1_pos_prop_VERB,-0.025256330301786725
seg2_pos_prop_VERB,0.048204323749985116
seg1_n_tokens,0.012962025692194337
seg2_n_tokens,0.0194635606979144
seg1_token_length_median,0.006307361371281524
seg2_token_length_median,0.043217276565619314
seg1_sentence_length_median,-0.004236840278593967
seg2_sentence_length_median,0.01718180023181561
seg1_n_unique_tokens,0.010283406643002911
seg2_n_unique_tokens,0.023072236316762244
seg1_n_characters,0.021252741802719882
seg2_n_characters,0.04464393987212934
seg1_n_sentences,0.031553232551367265
seg2_n_sentences,0.0007839295721617155
seg1_flesch_reading_ease,-0.03521596369245624
seg2_flesch_reading_ease,-0.05810633272763193
seg1_flesch_kincaid_grade,0.03358649623074612
seg2_flesch_kincaid_grade,0.06289415442246482
seg1_gunning_fog,0.04165154141570314
seg2_gunning_fog,0.045115599167355594
seg1_automated_readability_index,0.018450136466762856
seg2_automated_readability_index,0.06275272592305574
seg1_coleman_liau_index,0.01888764372972933
seg2_coleman_liau_index,0.07816042499448009
seg1_lix,0.010799769824429404
seg2_lix,0.05325755951250818
seg1_rix,0.008759522366796951
seg2_rix,0.059019565911635506
joint_first_order_coherence,0.11347332506135852
