,0
seg1_senti,0.0443473701196666
seg2_senti,0.02578921899444864
cosine_miniLM,0.30590350428310414
jaccard_sim,0.2565526598156209
seg1_dependency_distance_mean,0.04007469832041431
seg2_dependency_distance_mean,0.09285393924836188
seg1_prop_adjacent_dependency_relation_mean,-0.0037101062242477986
seg2_prop_adjacent_dependency_relation_mean,-0.026024614083018417
seg1_passed_quality_check,0.03910376522888963
seg2_passed_quality_check,0.09250982458644906
seg1_n_stop_words,0.04940903515466101
seg2_n_stop_words,0.12250524641935305
seg1_doc_length,0.04933432657964323
seg2_doc_length,0.12156263285157949
seg1_oov_ratio,-0.06722357990607195
seg2_oov_ratio,-0.06357096138646465
seg1_pos_prop_ADJ,0.03572073581734317
seg2_pos_prop_ADJ,0.028337550432887864
seg1_pos_prop_ADP,0.01588683462044581
seg2_pos_prop_ADP,0.02780667638928819
seg1_pos_prop_ADV,-0.003921392504792331
seg2_pos_prop_ADV,-0.0005951714363909913
seg1_pos_prop_AUX,-0.020362627307786877
seg2_pos_prop_AUX,-0.028679325084105523
seg1_pos_prop_CCONJ,0.05366610454440728
seg2_pos_prop_CCONJ,0.05974892156651166
seg1_pos_prop_DET,0.026958480215388443
seg2_pos_prop_DET,0.019495995154341788
seg1_pos_prop_INTJ,-0.011799718115202319
seg2_pos_prop_INTJ,-0.006002477490219698
seg1_pos_prop_NOUN,0.07936990660693886
seg2_pos_prop_NOUN,0.02852110327710196
seg1_pos_prop_NUM,-0.061699680692870705
seg2_pos_prop_NUM,-0.0618771331929141
seg1_pos_prop_PART,-0.032886087454620176
seg2_pos_prop_PART,-0.019957510233527515
seg1_pos_prop_PRON,-0.00213371687257555
seg2_pos_prop_PRON,0.017047618758174222
seg1_pos_prop_PROPN,-0.0896936022817179
seg2_pos_prop_PROPN,-0.08558450149611616
seg1_pos_prop_PUNCT,-0.018894868080450815
seg2_pos_prop_PUNCT,0.030151547849716465
seg1_pos_prop_SCONJ,0.019729278617657508
seg2_pos_prop_SCONJ,0.05037387198169565
seg1_pos_prop_SYM,-0.011670386599841197
seg2_pos_prop_SYM,-0.004322786653502714
seg1_pos_prop_VERB,0.012921828079438287
seg2_pos_prop_VERB,0.008333236083669919
seg1_n_tokens,0.058551464907355084
seg2_n_tokens,0.12455922364211865
seg1_token_length_median,-0.00961038071399496
seg2_token_length_median,-0.040695989826073
seg1_sentence_length_median,0.05817381270463186
seg2_sentence_length_median,0.12423509102034241
seg1_n_unique_tokens,0.05693003273426394
seg2_n_unique_tokens,0.12310878320472535
seg1_n_characters,0.05314783301305889
seg2_n_characters,0.12141753376289058
seg1_n_sentences,0.00031209261211399917
seg2_n_sentences,0.00644679180950637
seg1_flesch_reading_ease,-0.016711316813657014
seg2_flesch_reading_ease,-0.03489409700187483
seg1_flesch_kincaid_grade,0.04049631985403306
seg2_flesch_kincaid_grade,0.08717254226839959
seg1_gunning_fog,0.02784008271883605
seg2_gunning_fog,0.08144757232243743
seg1_automated_readability_index,0.027253882185734768
seg2_automated_readability_index,0.07974425494854602
seg1_coleman_liau_index,-0.0001582971909607647
seg2_coleman_liau_index,0.026044255854513976
seg1_lix,0.028237495445473087
seg2_lix,0.04870723782978373
seg1_rix,0.04493806919079881
seg2_rix,0.08797816843182249
joint_first_order_coherence,0.23490266367576285
